TimeStamp,DateTime,RH,Fan,Swing,Mode,Status,RoomTemp,Setpoint
1614649666,3/2/2021 1:47,43.28984451,1,1,1,1,29.26184464,26
1614650026,3/2/2021 1:53,43.40886688,1,1,1,1,29.24582291,26
1614650386,3/2/2021 1:59,43.52635956,1,1,1,1,29.23247147,26
1614650746,3/2/2021 2:05,43.59654999,1,1,1,1,29.24582291,26
1614651106,3/2/2021 2:11,43.71557236,1,1,1,1,29.23247147,26
1614651466,3/2/2021 2:17,43.74608994,1,1,1,1,29.27519608,26
1614651826,3/2/2021 2:23,43.76592636,1,1,1,1,29.24582291,26
1614652186,3/2/2021 2:29,43.81933212,1,1,1,1,29.26184464,26
1614652546,3/2/2021 2:35,43.9887085,1,1,1,1,29.23247147,26
1614652906,3/2/2021 2:41,43.96582031,1,1,1,1,29.26184464,26
1614653266,3/2/2021 2:47,43.99023438,1,1,1,1,29.26184464,26
1614653626,3/2/2021 2:53,44.11383057,1,1,1,1,29.26184464,26
1614653986,3/2/2021 2:59,44.16418839,1,1,1,1,29.26184464,26
1614654346,3/2/2021 3:05,44.31067276,1,1,1,1,29.24582291,26
1614654706,3/2/2021 3:11,44.41443634,1,1,1,1,29.27519608,26
1614655066,3/2/2021 3:17,44.48767853,1,1,1,1,29.26184464,26
1614655426,3/2/2021 3:23,44.45716095,1,1,1,1,29.24582291,26
1614655786,3/2/2021 3:29,44.52124786,1,1,1,1,29.26184464,26
1614656146,3/2/2021 3:35,44.62958908,1,1,1,1,29.23247147,26
1614656506,3/2/2021 3:41,44.6570549,1,1,1,1,29.24582291,26
1614656866,3/2/2021 3:47,44.67994308,1,1,1,1,29.23247147,26
1614657226,3/2/2021 3:53,44.79133224,1,1,1,1,29.23247147,26
1614657586,3/2/2021 3:59,44.78065109,1,1,1,1,29.24582291,26
1614657946,3/2/2021 4:05,44.89509583,1,1,1,1,29.27519608,26
1614658306,3/2/2021 4:11,44.97901917,1,1,1,1,29.26184464,26
1614658666,3/2/2021 4:17,45.13771439,1,1,1,1,29.23247147,26
1614659026,3/2/2021 4:23,45.10108948,1,1,1,1,29.23247147,26
1614659386,3/2/2021 4:29,45.17891312,1,1,1,1,29.26184464,26
1614659746,3/2/2021 4:35,45.24910355,1,1,1,1,29.24582291,26
1614660106,3/2/2021 4:41,45.31166458,1,1,1,1,29.24582291,26
1614660466,3/2/2021 4:47,45.37117386,1,1,1,1,29.23247147,26
1614660826,3/2/2021 4:53,45.47188568,1,1,1,1,29.24582291,26
1614661186,3/2/2021 4:59,45.52223969,1,1,1,1,29.24582291,26
1614661546,3/2/2021 5:05,45.66872787,1,1,1,1,29.23247147,26
1614661906,3/2/2021 5:11,45.6153183,1,1,1,1,29.21912003,26
1614662266,3/2/2021 5:17,45.69314194,1,1,1,1,29.24582291,26
1614662626,3/2/2021 5:23,45.81521225,1,1,1,1,29.23247147,26
1614662986,3/2/2021 5:29,45.84267807,1,1,1,1,29.24582291,26
1614663346,3/2/2021 5:35,46.04104614,1,1,1,1,29.26184464,26
1614663706,3/2/2021 5:41,46.22720718,1,1,1,1,29.24582291,26
1614664066,3/2/2021 5:47,46.19668961,1,1,1,1,29.21912003,26
1614664426,3/2/2021 5:53,46.21347427,1,1,1,1,29.24582291,26
1614664786,3/2/2021 5:59,46.25925064,1,1,1,1,29.23247147,26
1614665146,3/2/2021 6:05,46.30960464,1,1,1,1,29.23247147,26
1614665506,3/2/2021 6:11,46.32333755,1,1,1,1,29.23247147,26
1614665866,3/2/2021 6:17,46.27298355,1,1,1,1,29.23247147,26
1614666226,3/2/2021 6:23,46.23636246,1,1,1,1,29.24582291,26
1614666586,3/2/2021 6:29,46.25925064,1,1,1,1,29.23247147,26
1614666946,3/2/2021 6:35,46.42099762,1,1,1,1,29.23247147,26
1614667306,3/2/2021 6:41,46.52017975,1,1,1,1,29.23247147,26
1614667666,3/2/2021 6:47,46.63462448,1,1,1,1,29.24582291,26
1614668026,3/2/2021 6:53,46.73075485,1,1,1,1,29.24582291,26
1614668386,3/2/2021 6:59,46.89097595,1,1,1,1,29.24582291,26
1614668746,3/2/2021 7:05,47.11222839,1,1,1,1,29.23247147,26
1614669106,3/2/2021 7:11,47.05577087,1,1,1,1,29.26184464,26
1614669466,3/2/2021 7:17,47.07865906,1,1,1,1,29.24582291,26
1614669826,3/2/2021 7:23,47.21599197,1,1,1,1,29.26184464,26
1614670186,3/2/2021 7:29,47.17479324,1,1,1,1,29.23247147,26
1614670546,3/2/2021 7:35,47.35026932,1,1,1,1,29.26184464,26
1614670906,3/2/2021 7:41,47.11528015,1,1,1,1,29.24582291,26
1614671266,3/2/2021 7:47,47.2571907,1,1,1,1,29.30456924,26
1614671626,3/2/2021 7:53,47.17631912,1,1,1,1,29.33127403,26
1614671986,3/2/2021 7:59,47.30296707,1,1,1,1,29.3606472,26
1614672346,3/2/2021 8:05,47.24040604,1,1,1,1,29.45944977,26
1614672706,3/2/2021 8:11,48.99824524,1,1,1,1,29.57160378,26
1614673066,3/2/2021 8:17,47.92706299,1,1,1,1,29.69977951,26
1614673426,3/2/2021 8:23,44.9835968,1,1,1,1,29.61432838,26
1614673786,3/2/2021 8:29,45.42763519,1,1,1,1,28.69840622,26
1614674146,3/2/2021 8:35,42.18967056,1,1,1,1,27.08819771,26
1614674506,3/2/2021 8:41,39.92980957,1,1,1,1,26.61020851,26
1614674866,3/2/2021 8:47,38.70603561,1,1,1,1,26.70901108,26
1614675226,3/2/2021 8:53,37.30067825,1,1,1,1,26.85053825,26
1614675586,3/2/2021 8:59,36.29205704,1,1,1,1,26.69565964,26
1614675946,3/2/2021 9:05,36.33478165,1,1,1,1,26.32982445,26
1614676306,3/2/2021 9:11,35.7717247,1,1,1,1,26.24437332,26
1614676666,3/2/2021 9:17,35.24376297,1,1,1,1,26.13221931,26
1614677026,3/2/2021 9:23,34.95689392,1,1,1,1,26.0440979,26
1614677506,3/2/2021 9:31,34.98283386,1,1,1,1,26.03074646,26
1614677866,3/2/2021 9:37,35.11558533,1,1,1,1,26.03074646,26
1614678226,3/2/2021 9:43,35.09422302,1,1,1,1,26.11886787,26
1614678586,3/2/2021 9:49,34.87754822,1,1,1,1,26.18829727,26
1614678946,3/2/2021 9:55,34.3694191,1,1,1,1,26.41260338,26
1614679306,3/2/2021 10:01,33.93148804,1,1,1,1,26.4553299,26
1614679666,3/2/2021 10:07,33.48744965,1,1,1,1,26.46868134,26
1614680026,3/2/2021 10:13,33.00068665,1,1,1,1,26.48203278,26
1614680386,3/2/2021 10:19,32.92897034,1,1,1,1,26.14557076,26
1614680746,3/2/2021 10:25,32.88624573,1,1,1,1,26.00404358,26
1614681106,3/2/2021 10:31,33.1425972,1,1,1,1,26.14557076,26
1614681466,3/2/2021 10:37,33.00984192,1,1,1,1,26.24437332,26
1614681826,3/2/2021 10:43,32.59021759,1,1,1,1,26.36987877,26
1614682186,3/2/2021 10:49,32.64057541,1,1,1,1,26.4553299,26
1614682546,3/2/2021 10:55,32.76722336,1,1,1,1,26.44197845,26
1614682906,3/2/2021 11:01,32.38422394,1,1,1,1,26.4980545,26
1614683266,3/2/2021 11:07,32.29114151,1,1,1,1,26.41260338,26
1614683626,3/2/2021 11:13,32.26825333,1,1,1,1,26.31380272,26
1614683986,3/2/2021 11:19,31.94934082,1,1,1,1,26.30044937,26
1614684346,3/2/2021 11:25,32.38422394,1,1,1,1,26.1589222,26
1614684706,3/2/2021 11:31,32.53376007,1,1,1,1,26.21500015,26
1614685066,3/2/2021 11:37,32.18738174,1,1,1,1,26.23102188,26
1614685426,3/2/2021 11:43,32.41931915,1,1,1,1,26.21500015,26
1614685786,3/2/2021 11:49,32.16754532,1,1,1,1,26.13221931,26
1614686146,3/2/2021 11:55,31.65026283,1,1,1,1,26.13221931,26
1614686506,3/2/2021 12:01,32.21026993,1,1,1,1,26.11886787,26
1614686866,3/2/2021 12:07,31.66399574,1,1,1,1,25.94796753,26
1614687226,3/2/2021 12:13,31.86999321,1,1,1,1,25.98802185,26
1614687586,3/2/2021 12:19,31.56786537,1,1,1,1,25.81979179,26
1614687946,3/2/2021 12:25,31.58159828,1,1,1,1,25.65155983,26
1614688306,3/2/2021 12:31,31.72503281,1,1,1,1,25.48065948,26
1614688666,3/2/2021 12:37,32.06378174,1,1,1,1,25.25635147,26
1614689026,3/2/2021 12:43,32.31402969,1,1,1,1,25.1575489,26
1614689386,3/2/2021 12:49,32.5535965,1,1,1,1,25.11749458,26
1614689746,3/2/2021 12:55,32.12329102,1,1,1,1,25.10147285,26
1614690106,3/2/2021 13:01,31.74181747,1,1,1,1,24.98664856,26
1614690466,3/2/2021 13:07,31.73876572,1,1,1,1,24.94392395,26
1614690826,3/2/2021 13:13,36.56671906,1,1,1,1,24.88784599,26
1614691186,3/2/2021 13:19,44.74403,1,1,1,1,25.70763779,26
1614691546,3/2/2021 13:25,44.04058838,1,1,1,1,25.7503624,26
1614691906,3/2/2021 13:31,41.04524231,1,1,1,1,26.11886787,26
1614692266,3/2/2021 13:37,37.70351791,1,1,1,1,26.76508713,26
1614692626,3/2/2021 13:43,35.23613358,1,1,1,1,25.22964859,26
1614692986,3/2/2021 13:49,36.3164711,1,1,1,1,24.88784599,26
1614693346,3/2/2021 13:55,44.54261017,1,1,1,1,25.35515404,26
1614693706,3/2/2021 14:01,42.38651276,1,1,1,1,26.73838425,26
1614694066,3/2/2021 14:07,36.87342453,1,1,1,1,25.46730804,26
1614694426,3/2/2021 14:13,35.92736816,1,1,1,1,24.83176994,26
1614694786,3/2/2021 14:19,34.94773865,1,1,1,1,24.95994568,26
1614695146,3/2/2021 14:25,35.05760193,1,1,1,1,24.97329712,26
1614695506,3/2/2021 14:31,43.12962723,1,1,1,1,25.36850548,26
1614695866,3/2/2021 14:37,50.93766785,1,1,1,1,26.34317589,26
1614696226,3/2/2021 14:43,43.99938965,1,1,1,1,26.32982445,26
1614696586,3/2/2021 14:49,38.06973267,1,1,1,1,25.24300003,26
1614696946,3/2/2021 14:55,36.01281738,1,1,1,1,25.0453949,26
1614697306,3/2/2021 15:01,44.16724014,1,1,1,1,25.38185692,26
1614697666,3/2/2021 15:07,43.08232117,1,1,1,1,25.97467041,26
1614698026,3/2/2021 15:13,35.36888504,1,1,1,1,26.34317589,26
1614698386,3/2/2021 15:19,35.6115036,1,1,1,1,25.39787865,26
1614698746,3/2/2021 15:25,35.15373611,1,1,1,1,25.32578087,26
1614699106,3/2/2021 15:31,35.46044159,1,1,1,1,25.07476997,26
1614699466,3/2/2021 15:37,34.79209518,1,1,1,1,24.97329712,26
1614699826,3/2/2021 15:43,34.49759674,1,1,1,1,24.90386772,26
1614700186,3/2/2021 15:49,34.31448746,1,1,1,1,24.79171371,26
1614700546,3/2/2021 15:55,34.45792389,1,1,1,1,24.79171371,26
1614700906,3/2/2021 16:01,34.6898613,1,1,1,1,24.86114311,26
1614701266,3/2/2021 16:07,34.66239548,1,1,1,1,25,26
1614701626,3/2/2021 16:13,35.84801865,1,1,1,1,24.83176994,26
1614701986,3/2/2021 16:19,44.51209259,1,1,1,1,25.51003265,26
1614702346,3/2/2021 16:25,44.66773605,1,1,1,1,25.87586784,26
1614702706,3/2/2021 16:31,40.08087158,1,1,1,1,26.39925194,26
1614703066,3/2/2021 16:37,35.17967606,1,1,1,1,26.1589222,26
1614703426,3/2/2021 16:43,34.92027283,1,1,1,1,24.79171371,26
1614703786,3/2/2021 16:49,41.1917305,1,1,1,1,24.8184185,26
1614704146,3/2/2021 16:55,38.53360748,1,1,1,1,25.91859245,26
1614704506,3/2/2021 17:01,35.15373611,1,1,1,1,26.61020851,26
1614704866,3/2/2021 17:07,34.94773865,1,1,1,1,25.66758156,26
1614705226,3/2/2021 17:13,41.48165131,1,1,1,1,24.80506516,26
1614705586,3/2/2021 17:19,41.01472473,1,1,1,1,26.21500015,26
1614705946,3/2/2021 17:25,37.60738373,1,1,1,1,25.80643845,26
1614706306,3/2/2021 17:31,36.11962891,1,1,1,1,24.49530792,26
1614706666,3/2/2021 17:37,44.55176544,1,1,1,1,25.32578087,26
1614707026,3/2/2021 17:43,38.92271423,1,1,1,1,26.23102188,26
1614707386,3/2/2021 17:49,36.82459641,1,1,1,1,26.72503281,26
1614707746,3/2/2021 17:55,35.66491318,1,1,1,1,25.42458153,26
1614708106,3/2/2021 18:01,39.64599228,1,1,1,1,25.18692207,26
1614708466,3/2/2021 18:07,36.91462708,1,1,1,1,26.30044937,26
1614708826,3/2/2021 18:13,36.07232666,1,1,1,1,26.76508713,26
1614709186,3/2/2021 18:19,35.85259628,1,1,1,1,27.10421944,26
1614709546,3/2/2021 18:25,35.99145508,1,1,1,1,27.31517601,26
1614709906,3/2/2021 18:31,36.29816055,1,1,1,1,27.47005463,26
1614710266,3/2/2021 18:37,36.19134903,1,1,1,1,27.59823036,26
1614710626,3/2/2021 18:43,35.9899292,1,1,1,1,27.71038437,26
1614710986,3/2/2021 18:49,35.83886337,1,1,1,1,27.80918503,26
1614711346,3/2/2021 18:55,36.20203018,1,1,1,1,27.86526299,26
1614711706,3/2/2021 19:01,35.98077393,1,1,1,1,27.92133904,26
1614712066,3/2/2021 19:07,36.05554199,1,1,1,1,27.99343872,26
1614712426,3/2/2021 19:13,36.11352539,1,1,1,1,28.04951477,26
1614712786,3/2/2021 19:19,36.13336563,1,1,1,1,28.10559273,26
1614713146,3/2/2021 19:25,36.1501503,1,1,1,1,28.16166878,26
1614713506,3/2/2021 19:31,36.27374649,1,1,1,1,28.18837357,26
1614713866,3/2/2021 19:37,36.44007111,1,1,1,1,28.24444962,26
1614714226,3/2/2021 19:43,36.52094269,1,1,1,1,28.26047134,26
1614714586,3/2/2021 19:49,36.60486603,1,1,1,1,28.30052567,26
1614714946,3/2/2021 19:55,36.65980148,1,1,1,1,28.31921959,26
1614715306,3/2/2021 20:01,36.71473312,1,1,1,1,28.34592247,26
1614715666,3/2/2021 20:07,36.71778488,1,1,1,1,28.35927391,26
1614716026,3/2/2021 20:13,36.80170822,1,1,1,1,28.40199852,26
1614716386,3/2/2021 20:19,36.9344635,1,1,1,1,28.41534996,26
1614716746,3/2/2021 20:25,36.9924469,1,1,1,1,28.44472504,26
1614717106,3/2/2021 20:31,37.06263733,1,1,1,1,28.48744965,26
1614717466,3/2/2021 20:37,37.17097855,1,1,1,1,28.50080109,26
1614717826,3/2/2021 20:43,37.22591019,1,1,1,1,28.51415253,26
1614718186,3/2/2021 20:49,37.25795364,1,1,1,1,28.55687714,26
1614718546,3/2/2021 20:55,37.35103226,1,1,1,1,28.55687714,26
1614718906,3/2/2021 21:01,37.47005463,1,1,1,1,28.57023048,26
1614719266,3/2/2021 21:07,37.57686615,1,1,1,1,28.58358192,26
1614719626,3/2/2021 21:13,37.63485336,1,1,1,1,28.61295509,26
1614719986,3/2/2021 21:19,37.75997543,1,1,1,1,28.6556797,26
1614720346,3/2/2021 21:25,38.77622604,1,1,1,1,28.66903114,26
1614720706,3/2/2021 21:31,38.52292633,1,1,1,1,28.6556797,26
1614721066,3/2/2021 21:37,38.61600494,1,1,1,1,28.68238258,26
1614721426,3/2/2021 21:43,38.79453659,1,1,1,1,28.71175766,26
1614721782,3/2/2021 21:49,38.9684906,1,1,1,1,28.73846054,26
1614722142,3/2/2021 21:55,39.1287117,1,1,1,1,28.7251091,26
1614722502,3/2/2021 22:01,39.34691238,1,1,1,1,28.76783371,26
1614722862,3/2/2021 22:07,39.43999481,1,1,1,1,28.76783371,26
1614723222,3/2/2021 22:13,39.55901337,1,1,1,1,28.76783371,26
1614723582,3/2/2021 22:19,39.68261337,1,1,1,1,28.79453659,26
1614723942,3/2/2021 22:25,39.84283066,1,1,1,1,28.79453659,26
1614724302,3/2/2021 22:31,39.88708496,1,1,1,1,28.82391167,26
1614724662,3/2/2021 22:37,39.87487411,1,1,1,1,28.83726311,26
1614725022,3/2/2021 22:43,39.91607666,1,1,1,1,28.85061455,26
1614725382,3/2/2021 22:49,40.01068115,1,1,1,1,28.85061455,26
1614725742,3/2/2021 22:55,40.05187988,1,1,1,1,28.85061455,26
1614726102,3/2/2021 23:01,40.10681152,1,1,1,1,28.882658,26
1614726462,3/2/2021 23:07,40.21362686,1,1,1,1,28.89600945,26
1614726822,3/2/2021 23:13,40.28229141,1,1,1,1,28.89600945,26
1614727182,3/2/2021 23:19,40.38758087,1,1,1,1,28.89600945,26
1614727542,3/2/2021 23:25,40.46997833,1,1,1,1,28.90936089,26
1614727902,3/2/2021 23:31,40.54779816,1,1,1,1,28.90936089,26
1614728262,3/2/2021 23:37,40.61646271,1,1,1,1,28.89600945,26
1614728622,3/2/2021 23:43,40.61646271,1,1,1,1,28.90936089,26
1614728982,3/2/2021 23:49,40.68513107,1,1,1,1,28.92538261,26
1614729342,3/2/2021 23:55,40.84534836,1,1,1,1,28.92538261,26
1614729702,3/3/2021 0:01,40.93690491,1,1,1,1,28.90936089,26
1614730062,3/3/2021 0:07,41.10017395,1,1,1,1,28.92538261,26
1614730422,3/3/2021 0:13,41.27412796,1,1,1,1,28.93873596,26
1614730782,3/3/2021 0:19,41.3290596,1,1,1,1,28.93873596,26
1614731142,3/3/2021 0:25,41.62355804,1,1,1,1,28.9520874,26
1614731502,3/3/2021 0:31,41.7288475,1,1,1,1,28.9520874,26
1614731862,3/3/2021 0:37,41.86617661,1,1,1,1,28.96543884,26
1614732222,3/3/2021 0:43,41.83871078,1,1,1,1,28.98146057,26
1614732582,3/3/2021 0:49,41.83871078,1,1,1,1,28.96543884,26
1614732942,3/3/2021 0:55,41.87838745,1,1,1,1,28.96543884,26
1614733302,3/3/2021 1:01,41.95773315,1,1,1,1,28.96543884,26
1614733662,3/3/2021 1:07,41.98825073,1,1,1,1,28.98146057,26
1614734022,3/3/2021 1:13,42.1210022,1,1,1,1,28.96543884,26
1614734382,3/3/2021 1:19,42.28274918,1,1,1,1,28.98146057,26
1614734742,3/3/2021 1:25,42.42923737,1,1,1,1,28.98146057,26
1614735102,3/3/2021 1:31,42.58792877,1,1,1,1,28.96543884,26
1614735462,3/3/2021 1:37,42.65812302,1,1,1,1,28.99481201,26
1614735822,3/3/2021 1:43,42.72526169,1,1,1,1,29.00816345,26
1614736182,3/3/2021 1:49,42.73594284,1,1,1,1,28.98146057,26
1614736542,3/3/2021 1:55,42.76646042,1,1,1,1,29.00816345,26
1614736902,3/3/2021 2:01,42.84885788,1,1,1,1,29.02151489,26
1614737262,3/3/2021 2:07,42.88548279,1,1,1,1,28.99481201,26
1614737622,3/3/2021 2:13,42.97703552,1,1,1,1,28.99481201,26
1614737982,3/3/2021 2:19,43.1158905,1,1,1,1,29.02151489,26
1614738342,3/3/2021 2:25,43.12962723,1,1,1,1,29.03753662,26
1614738702,3/3/2021 2:31,43.36766434,1,1,1,1,29.00816345,26
1614739062,3/3/2021 2:37,43.33104324,1,1,1,1,29.03753662,26
1614739422,3/3/2021 2:43,43.51415253,1,1,1,1,29.02151489,26
1614739782,3/3/2021 2:49,43.51415253,1,1,1,1,29.02151489,26
1614740142,3/3/2021 2:55,43.62248993,1,1,1,1,29.02151489,26
1614740502,3/3/2021 3:01,43.62248993,1,1,1,1,29.02151489,26
1614740862,3/3/2021 3:07,43.7415123,1,1,1,1,29.02151489,26
1614741222,3/3/2021 3:13,43.76592636,1,1,1,1,29.03753662,26
1614741582,3/3/2021 3:19,43.77965927,1,1,1,1,29.05088806,26
1614741942,3/3/2021 3:25,43.80102158,1,1,1,1,29.02151489,26
1614742302,3/3/2021 3:31,43.75524521,1,1,1,1,29.03753662,26
1614742662,3/3/2021 3:37,43.93835449,1,1,1,1,29.03753662,26
1614743022,3/3/2021 3:43,44.27405167,1,1,1,1,29.03753662,26
1614743382,3/3/2021 3:49,44.20080948,1,1,1,1,29.06424141,26
1614743742,3/3/2021 3:55,44.37475967,1,1,1,1,29.06424141,26
1614744102,3/3/2021 4:01,44.55786896,1,1,1,1,29.03753662,26
1614744462,3/3/2021 4:07,44.60669708,1,1,1,1,29.05088806,26
1614744822,3/3/2021 4:13,44.62501144,1,1,1,1,29.07759285,26
1614745182,3/3/2021 4:19,44.80811691,1,1,1,1,29.06424141,26
1614745542,3/3/2021 4:25,44.88136292,1,1,1,1,29.06424141,26
1614745902,3/3/2021 4:31,44.93171692,1,1,1,1,29.06424141,26
1614746262,3/3/2021 4:37,44.9042511,1,1,1,1,29.05088806,26
1614746742,3/3/2021 4:45,45.0415802,1,1,1,1,29.06424141,26
1614747102,3/3/2021 4:51,45.07514954,1,1,1,1,29.03753662,26
1614747462,3/3/2021 4:57,45.24910355,1,1,1,1,29.05088806,26
1614747822,3/3/2021 5:03,45.28572464,1,1,1,1,29.03753662,26
1614748182,3/3/2021 5:09,45.42305756,1,1,1,1,29.05088806,26
1614748542,3/3/2021 5:15,45.42610931,1,1,1,1,29.06424141,26
1614748902,3/3/2021 5:21,45.66872787,1,1,1,1,29.03753662,26
1614749262,3/3/2021 5:27,45.49477386,1,1,1,1,29.02151489,26
1614749622,3/3/2021 5:33,45.51003265,1,1,1,1,29.07759285,26
1614749982,3/3/2021 5:39,45.53292084,1,1,1,1,29.03753662,26
1614750342,3/3/2021 5:45,45.64583969,1,1,1,1,29.03753662,26
1614750702,3/3/2021 5:51,45.74349594,1,1,1,1,29.03753662,26
1614751062,3/3/2021 5:57,45.88998413,1,1,1,1,29.05088806,26
1614751422,3/3/2021 6:03,45.88998413,1,1,1,1,29.03753662,26
1614751782,3/3/2021 6:09,46.08987427,1,1,1,1,29.05088806,26
1614752142,3/3/2021 6:15,46.31113052,1,1,1,1,29.05088806,26
1614752502,3/3/2021 6:21,46.42099762,1,1,1,1,29.05088806,26
1614752862,3/3/2021 6:27,46.30960464,1,1,1,1,29.03753662,26
1614753222,3/3/2021 6:33,46.49729156,1,1,1,1,29.05088806,26
1614753582,3/3/2021 6:39,46.73075485,1,1,1,1,29.05088806,26
1614753942,3/3/2021 6:45,46.62088776,1,1,1,1,29.06424141,26
1614754302,3/3/2021 6:51,46.85892868,1,1,1,1,29.07759285,26
1614754662,3/3/2021 6:57,46.90470886,1,1,1,1,29.05088806,26
1614755022,3/3/2021 7:03,46.97032166,1,1,1,1,29.07759285,26
1614755382,3/3/2021 7:09,47.13969803,1,1,1,1,29.05088806,26
1614755742,3/3/2021 7:15,47.41283417,1,1,1,1,29.06424141,26
1614756102,3/3/2021 7:21,47.59746552,1,1,1,1,29.06424141,26
1614756462,3/3/2021 7:27,47.45861053,1,1,1,1,29.05088806,26
1614756822,3/3/2021 7:33,47.44945526,1,1,1,1,29.06424141,26
1614757182,3/3/2021 7:39,47.43724823,1,1,1,1,29.06424141,26
1614757542,3/3/2021 7:45,47.13969803,1,1,1,1,29.14969063,26
1614757902,3/3/2021 7:51,47.67071152,1,1,1,1,29.24582291,26
1614758262,3/3/2021 7:57,48.00335693,1,1,1,1,29.33127403,26
1614758622,3/3/2021 8:03,47.80804062,1,1,1,1,29.16304207,26
1614758982,3/3/2021 8:09,47.14427567,1,1,1,1,27.55550385,26
1614759342,3/3/2021 8:15,45.47341156,1,1,1,1,27.27511978,26
1614759702,3/3/2021 8:21,43.37682343,1,1,1,1,27.27511978,26
1614760062,3/3/2021 8:27,40.76752853,1,1,1,1,27.11757088,26
1614760422,3/3/2021 8:33,38.82505417,1,1,1,1,27.08819771,26
1614760782,3/3/2021 8:39,37.44564056,1,1,1,1,27.10421944,26
1614761142,3/3/2021 8:45,36.74067307,1,1,1,1,26.82116508,26
1614761502,3/3/2021 8:51,36.54840851,1,1,1,1,26.75173569,26
1614761862,3/3/2021 8:57,36.89784241,1,1,1,1,26.53810883,26
1614762222,3/3/2021 9:03,36.52246857,1,1,1,1,26.4980545,26
1614762582,3/3/2021 9:09,36.30121231,1,1,1,1,26.3859005,26
1614762942,3/3/2021 9:15,35.94567871,1,1,1,1,26.28709793,26
1614763302,3/3/2021 9:21,35.70153427,1,1,1,1,26.23102188,26
1614763662,3/3/2021 9:27,35.67559433,1,1,1,1,26.23102188,26
1614764022,3/3/2021 9:33,35.64660263,1,1,1,1,26.61020851,26
1614764382,3/3/2021 9:39,36.11505127,1,1,1,1,26.53810883,26
1614764742,3/3/2021 9:45,35.68322372,1,1,1,1,26.42595482,26
1614765102,3/3/2021 9:51,35.32616043,1,1,1,1,26.4553299,26
1614765462,3/3/2021 9:57,35.17509842,1,1,1,1,26.68230629,26
1614765822,3/3/2021 10:03,34.65934372,1,1,1,1,26.86388969,26
1614766302,3/3/2021 10:11,35.09422302,1,1,1,1,26.82116508,26
1614766662,3/3/2021 10:17,34.58152008,1,1,1,1,26.87991142,26
1614767022,3/3/2021 10:23,34.80582809,1,1,1,1,27.00541687,26
1614767382,3/3/2021 10:29,34.60746002,1,1,1,1,27.16029549,26
1614767742,3/3/2021 10:35,34.47928619,1,1,1,1,27.203022,26
1614768102,3/3/2021 10:41,35.2269783,1,1,1,1,27.10421944,26
1614768462,3/3/2021 10:47,34.62577438,1,1,1,1,27.06149292,26
1614768822,3/3/2021 10:53,34.47623444,1,1,1,1,27.03211975,26
1614769182,3/3/2021 10:59,33.91622925,1,1,1,1,27.01876831,26
1614769542,3/3/2021 11:05,33.69344711,1,1,1,1,26.86388969,26
1614769902,3/3/2021 11:11,33.59578705,1,1,1,1,26.69565964,26
1614770262,3/3/2021 11:17,33.7376976,1,1,1,1,26.52475739,26
1614770622,3/3/2021 11:23,33.58205414,1,1,1,1,26.55413055,26
1614770982,3/3/2021 11:29,33.39437103,1,1,1,1,26.55413055,26
1614771342,3/3/2021 11:35,33.44472504,1,1,1,1,26.4553299,26
1614771702,3/3/2021 11:41,33.02815247,1,1,1,1,26.14557076,26
1614772062,3/3/2021 11:47,32.90150452,1,1,1,1,26.00404358,26
1614772422,3/3/2021 11:53,32.86793137,1,1,1,1,25.93194389,26
1614772782,3/3/2021 11:59,32.89997864,1,1,1,1,26.31380272,26
1614773142,3/3/2021 12:05,32.23620987,1,1,1,1,26.61020851,26
1614773502,3/3/2021 12:11,32.55207062,1,1,1,1,26.44197845,26
1614773982,3/3/2021 12:19,32.95643616,1,1,1,1,25.81979179,26
1614774342,3/3/2021 12:25,32.945755,1,1,1,1,25.83581352,26
1614774702,3/3/2021 12:31,33.28145218,1,1,1,1,25.4539566,26
1614775062,3/3/2021 12:37,33.19752884,1,1,1,1,25.29907608,26
1614775422,3/3/2021 12:43,33.16701126,1,1,1,1,25.10147285,26
1614775782,3/3/2021 12:49,33.41725922,1,1,1,1,25.17357063,26
1614776142,3/3/2021 12:55,33.24483109,1,1,1,1,25.03204346,26
1614776502,3/3/2021 13:01,33.40810394,1,1,1,1,25.06141663,26
1614776862,3/3/2021 13:07,34.62119293,1,1,1,1,25.26970291,26
1614777222,3/3/2021 13:13,34.26871109,1,1,1,1,25.17357063,26
1614777582,3/3/2021 13:19,33.96353149,1,1,1,1,25.18692207,26
1614777942,3/3/2021 13:25,33.49507904,1,1,1,1,25.22964859,26
1614778302,3/3/2021 13:31,34.43808746,1,1,1,1,25.01869202,26
1614778662,3/3/2021 13:37,42.46891022,1,1,1,1,25.25635147,26
1614779142,3/3/2021 13:45,46.34317398,1,1,1,1,25.72365952,26
1614779502,3/3/2021 13:51,45.19264603,1,1,1,1,25.96131897,26
1614779862,3/3/2021 13:57,41.17036819,1,1,1,1,26.31380272,26
1614780222,3/3/2021 14:03,37.37697601,1,1,1,1,26.80781174,26
1614780582,3/3/2021 14:09,35.34447098,1,1,1,1,25.52338409,26
1614780942,3/3/2021 14:15,35.18120193,1,1,1,1,25.17357063,26
1614781302,3/3/2021 14:21,34.8561821,1,1,1,1,24.95994568,26
1614781662,3/3/2021 14:27,34.83329391,1,1,1,1,24.7062645,26
1614782022,3/3/2021 14:33,34.54947662,1,1,1,1,24.6368351,26
